iter	Logloss
175	0.001230431139
176	0.001224157943
177	0.001220928307
178	0.001218624442
179	0.001215297154
180	0.001211869764
181	0.001207143373
182	0.001205051713
183	0.001200887036
184	0.001197602872
185	0.001196134477
186	0.001190650944
187	0.001187810586
188	0.00118628566
189	0.001184166875
190	0.001179124015
191	0.001175909428
192	0.001171581224
193	0.001168160122
194	0.001166744706
195	0.001162364533
196	0.001159139114
197	0.001155978729
198	0.001154094293
199	0.001152546419
200	0.001151020197
201	0.001143949884
202	0.001142139744
203	0.001139317897
204	0.001136567688
205	0.00113342614
206	0.001132253379
207	0.001128120237
208	0.00112646009
209	0.001122606477
210	0.001120291605
211	0.001116747345
212	0.001115694156
213	0.001113078545
214	0.001111275832
215	0.001109006763
216	0.001105643851
217	0.001103774107
218	0.001100474072
219	0.001095250218
220	0.001093042506
221	0.001090681483
222	0.001089136479
223	0.00108706836
224	0.00108296202
225	0.001080657686
226	0.001076770223
227	0.001075227987
228	0.001073707997
229	0.00107292898
230	0.001067974295
231	0.001066325276
232	0.001061595476
233	0.001058404474
234	0.001056403046
235	0.001054832202
236	0.00104924616
237	0.001047693038
238	0.001044781567
239	0.001041039808
240	0.00103981058
241	0.001038298587
242	0.001036548349
243	0.001034749037
244	0.001033324378
245	0.001031916125
246	0.001029872662
247	0.001028492356
248	0.00102715644
249	0.001025837578
250	0.001021530959
251	0.001019634771
252	0.001015547284
253	0.001013902307
254	0.001012587522
255	0.001010662845
256	0.001009289949
257	0.001008039177
258	0.001004878308
259	0.001003137351
260	0.0009983569351
261	0.000997134654
262	0.000995536447
263	0.0009931895667
264	0.0009919946372
265	0.0009908369916
266	0.0009861242446
267	0.0009846463197
268	0.0009835131149
269	0.0009811033277
270	0.0009785367146
271	0.0009769438875
272	0.0009755735255
273	0.0009722865819
274	0.0009694075735
275	0.0009677148711
276	0.0009667072481
277	0.0009655357038
278	0.0009645795672
279	0.00096170063
280	0.0009607795181
281	0.0009588973775
282	0.0009565801668
283	0.0009551538653
284	0.0009534702327
285	0.0009494891309
286	0.0009477458552
287	0.0009463426408
288	0.0009445930557
289	0.0009434943865
290	0.0009415830469
291	0.0009399212626
292	0.0009383574571
293	0.0009346927965
294	0.0009332902909
295	0.0009321154976
296	0.0009307556068
297	0.0009261233762
298	0.0009247191491
299	0.0009204712805
300	0.0009191260695
301	0.0009165225302
302	0.000915477686
303	0.0009141614542
304	0.0009084387331
305	0.0009071173836
306	0.0009056000645
307	0.0009010982402
308	0.0008979144359
309	0.0008966546802
310	0.0008945953366
311	0.0008933246871
312	0.0008916834829
313	0.000890587675
314	0.0008894307143
315	0.0008880694825
316	0.0008837536309
317	0.0008826442598
318	0.0008802142627
319	0.0008767609055
320	0.0008750967347
321	0.0008739710488
322	0.0008727365052
323	0.0008716964048
324	0.0008705436118
325	0.0008696345833
326	0.0008667126338
327	0.0008651370343
328	0.0008635754491
329	0.0008616529926
330	0.000860617424
331	0.0008571355586
332	0.0008501543144
333	0.0008493202236
334	0.0008481759715
335	0.0008472155267
336	0.000846126513
337	0.0008453655502
338	0.0008441728375
339	0.0008416638973
340	0.0008405072151
341	0.0008379480381
342	0.0008370307063
343	0.000835658886
344	0.0008332584814
345	0.0008322878033
346	0.0008300454739
347	0.0008283326932
348	0.0008274580299
349	0.0008245771235
350	0.0008183050544
351	0.0008161902611
352	0.0008146037019
353	0.0008141209053
354	0.0008110227902
355	0.0008005804819
356	0.0007990564185
357	0.0007976204186
358	0.0007945714618
359	0.0007924537095
360	0.0007907132488
361	0.0007891672028
362	0.0007883997872
363	0.0007838846904
364	0.0007825293786
365	0.0007814819577
366	0.0007783260639
367	0.0007755701458
368	0.0007741578236
369	0.0007717887831
370	0.0007704425559
371	0.0007699778505
372	0.0007685524636
373	0.0007668025991
374	0.000764726306
375	0.0007633585594
376	0.0007620606007
377	0.0007558619176
378	0.0007547163652
379	0.0007533224831
380	0.0007521862005
381	0.0007514530912
382	0.0007505060909
383	0.0007485362324
384	0.0007450047166
385	0.0007431333517
386	0.0007421520933
387	0.0007407933275
388	0.0007397890936
389	0.0007391203878
390	0.0007373202227
391	0.0007353619506
392	0.0007333582066
393	0.0007316778623
394	0.0007309033858
395	0.0007291099537
396	0.0007275388682
397	0.0007254009342
398	0.0007247678313
399	0.0007239558773
400	0.0007233609352
401	0.0007226494162
402	0.0007198230404
403	0.0007194238169
404	0.0007156208467
405	0.0007145852422
406	0.000712627289
407	0.0007081447927
408	0.0007056982288
409	0.0007040568013
410	0.0007035869793
411	0.0007020359571
412	0.0007016181058
413	0.0007008491939
414	0.0007003180235
415	0.0006987878861
416	0.0006963827241
417	0.000694213199
418	0.0006921993543
419	0.0006916605017
420	0.0006908749846
421	0.000689852475
422	0.000688071819
423	0.0006872984351
424	0.000685512886
425	0.0006842067382
426	0.0006828460801
427	0.0006806028267
428	0.0006798090297
429	0.0006789329555
430	0.0006745690303
431	0.0006739434476
432	0.0006717600267
433	0.0006701088093
434	0.0006687079392
435	0.0006676049826
436	0.0006630738453
437	0.0006618671019
438	0.0006604773449
439	0.000659333661
440	0.0006581285881
441	0.0006564650145
442	0.0006553515714
443	0.0006549044153
444	0.0006535954485
445	0.0006532586405
446	0.0006502662773
447	0.000648242489
448	0.0006462413252
449	0.0006414638823
450	0.0006410590988
451	0.0006381253594
452	0.0006367758075
453	0.0006364017766
454	0.0006358651345
455	0.0006352917205
456	0.0006339212141
457	0.0006331417264
458	0.0006298799188
459	0.0006275702426
460	0.0006269764511
461	0.0006261674481
462	0.0006235768116
463	0.000622988453
464	0.0006223993163
465	0.0006210094166
466	0.0006196294305
467	0.0006182467195
468	0.0006165630735
469	0.0006159105986
470	0.0006145887655
471	0.0006128626639
472	0.0006116311579
473	0.0006112837072
474	0.0006097523699
475	0.0006091484548
476	0.0006078389045
477	0.0006072498331
478	0.0006060140576
479	0.000605465825
480	0.0006042148628
481	0.0006030603449
482	0.0006020663071
483	0.000600489291
484	0.0005997281666
485	0.0005989946521
486	0.000598506328
487	0.0005975268632
488	0.0005964187836
489	0.0005926820466
490	0.0005917867218
491	0.0005915010593
492	0.0005913002743
493	0.0005899098409
494	0.0005895926552
495	0.0005871091656
496	0.0005863884919
497	0.0005851363127
498	0.0005836872819
499	0.0005825635755
500	0.0005818388753
501	0.0005797100393
502	0.0005787031542
503	0.0005762744815
504	0.0005745033061
505	0.0005738203839
506	0.000572825367
507	0.000571068271
508	0.0005695560984
509	0.0005689247987
510	0.0005686108988
511	0.0005683764338
512	0.0005650275143
513	0.0005622173577
514	0.0005617438733
515	0.0005605398106
516	0.0005580590943
517	0.0005565182325
518	0.0005556210807
519	0.0005551290459
520	0.0005537024625
521	0.0005524353069
522	0.0005496393074
523	0.0005473406821
524	0.0005470354595
525	0.0005453529476
526	0.0005443364862
527	0.0005436033905
528	0.0005425868679
529	0.0005424920514
530	0.0005415934178
531	0.000538710995
532	0.0005374741738
533	0.0005360922886
534	0.0005359133807
535	0.0005338919416
536	0.0005335089986
537	0.0005327120107
538	0.0005292513381
539	0.0005291157195
540	0.0005288762603
541	0.0005262948507
542	0.000526111094
543	0.0005257567276
544	0.0005225232777
545	0.000521289152
546	0.0005209567269
547	0.0005194194146
548	0.0005179480977
549	0.0005157474652
550	0.0005147710289
551	0.000512929644
552	0.0005124391631
553	0.0005119899978
554	0.000511785331
555	0.0005112933339
556	0.00051068341
557	0.0005084949742
558	0.0005071818483
559	0.0005069091017
560	0.0005051383353
561	0.0005047781649
562	0.0005028312065
563	0.0005020084022
564	0.0005009943041
565	0.0004980288975
566	0.00049621637
567	0.0004957481928
568	0.0004953318447
569	0.0004951028438
570	0.000493509568
571	0.0004930319527
572	0.0004911963618
573	0.0004910243949
574	0.0004906835227
575	0.0004894950842
576	0.0004879325636
577	0.0004878206361
578	0.0004861785866
579	0.0004858410333
580	0.0004856910652
581	0.000485555486
582	0.0004853464357
583	0.0004850352966
584	0.0004829163254
585	0.000481583279
586	0.0004786635898
587	0.0004762329242
588	0.0004733076162
589	0.0004715844579
590	0.000471063626
591	0.0004702879592
592	0.0004686688612
593	0.0004683418956
594	0.000465361454
595	0.000463754261
596	0.0004626491276
597	0.0004622789169
598	0.0004618046792
599	0.0004601811097
600	0.0004580626507
601	0.000456820053
602	0.000456470269
603	0.0004551958248
604	0.000454490047
605	0.0004542870133
606	0.000451390069
607	0.0004503102961
608	0.0004474190743
609	0.0004471011535
610	0.0004468588308
611	0.0004465779982
612	0.0004462928172
613	0.0004460669243
614	0.0004458459547
615	0.0004439748335
616	0.0004437141712
617	0.0004428536996
618	0.0004419772398
619	0.0004401154714
620	0.0004394952298
621	0.0004385736167
622	0.0004373014832
623	0.0004358618479
624	0.0004356150609
625	0.0004341009875
626	0.0004339134267
627	0.0004320410347
628	0.000431887014
629	0.0004292987569
630	0.0004290849324
631	0.0004259090605
632	0.0004245877618
633	0.000424277299
634	0.0004230469682
635	0.0004217424954
636	0.000419084967
637	0.0004189041723
638	0.0004156801715
639	0.0004154051044
640	0.000414291399
641	0.0004113599149
642	0.0004100089173
643	0.0004096994324
644	0.0004095598322
645	0.0004067996652
646	0.00040657446
647	0.0004063748813
648	0.0004057487418
649	0.0004053896758
650	0.0004051070996
651	0.0004048875192
652	0.000404289598
653	0.0004032313762
654	0.0004029519997
655	0.000401942555
656	0.0004001432967
657	0.000399611118
658	0.0003979778523
659	0.0003973507826
660	0.0003950748616
661	0.0003947825141
662	0.000392924728
663	0.0003910392463
664	0.0003902375984
665	0.0003874055274
666	0.0003864626396
667	0.0003857441058
668	0.000384846477
669	0.0003832502759
670	0.0003816165764
671	0.0003814715627
672	0.0003797715543
673	0.0003792271874
674	0.00037896221
675	0.0003781257084
676	0.0003771809532
677	0.0003765127119
678	0.0003762549699
679	0.0003748815296
680	0.0003741248324
681	0.0003738420705
682	0.0003708856212
683	0.0003702399836
684	0.0003679612223
685	0.000366364544
686	0.0003647279312
687	0.0003641289307
688	0.0003625074514
689	0.0003618048555
690	0.0003603304746
691	0.0003592627413
692	0.0003572559594
693	0.000355673535
694	0.000354523321
695	0.0003533202915
696	0.0003531831338
697	0.0003520744551
698	0.0003510055997
699	0.0003504185151
700	0.0003493917075
701	0.0003488742015
702	0.0003477847323
703	0.0003468047812
704	0.0003458691381
705	0.0003448159773
706	0.0003446890652
707	0.0003437981988
708	0.0003427163853
709	0.0003418675888
710	0.0003407498374
711	0.0003398867344
712	0.0003376061544
713	0.0003373464357
714	0.0003371565983
715	0.0003368872093
716	0.0003362893747
717	0.0003361683426
718	0.0003360344454
719	0.0003349445266
720	0.0003312138425
721	0.0003299862463
722	0.0003294165259
723	0.0003283495107
724	0.0003281221142
725	0.00032542697
726	0.0003238419153
727	0.000323630239
728	0.0003235026648
729	0.0003230542981
730	0.0003230066475
731	0.0003228871476
732	0.0003221433679
733	0.0003213737723
734	0.0003210631027
735	0.0003208169827
736	0.0003175670681
737	0.0003173429527
738	0.0003150446792
739	0.0003145467071
740	0.0003143070261
741	0.0003139124587
742	0.000312663263
743	0.000311420438
744	0.0003110150634
745	0.0003097584256
746	0.0003095173224
747	0.0003085068581
748	0.0003080138408
749	0.0003077828875
750	0.0003064876851
751	0.0003063831248
752	0.0003054453434
753	0.0003046175432
754	0.0003044412443
755	0.0003042467066
756	0.0003028089716
757	0.0003002808437
758	0.0003001234731
759	0.0002990336189
760	0.0002989119488
761	0.0002984934517
762	0.0002978497822
763	0.0002976329673
764	0.0002967536842
765	0.0002928288022
766	0.0002917973575
767	0.0002909791517
768	0.0002904544071
769	0.0002902400559
770	0.0002889820112
771	0.0002882196223
772	0.0002879793745
773	0.0002871073938
774	0.0002866256451
775	0.0002846724198
776	0.0002844548728
777	0.0002843540265
778	0.0002838005005
779	0.0002836625977
780	0.0002833282728
781	0.0002831298755
782	0.0002811685855
783	0.0002792581117
784	0.0002790695742
785	0.000278288532
786	0.0002775945547
787	0.0002771401057
788	0.0002736671449
789	0.0002733087882
790	0.000273171638
791	0.0002727201871
792	0.0002716232603
793	0.0002692003354
794	0.000268276343
795	0.0002676595414
796	0.0002671930554
797	0.0002669012869
798	0.000265680041
799	0.0002650120941
800	0.0002647301531
801	0.0002645104238
802	0.000264235493
803	0.0002633487924
804	0.0002630793187
805	0.000262654319
806	0.0002603458029
807	0.0002600499588
808	0.0002598907426
809	0.000258414534
810	0.0002580207857
811	0.0002572813854
812	0.0002571599603
813	0.0002568676752
814	0.0002565515434
815	0.0002561561306
816	0.0002547987389
817	0.0002537996691
818	0.0002534714857
819	0.0002533564864
820	0.0002505903968
821	0.0002502187982
822	0.0002501282671
823	0.0002497794458
824	0.0002496271421
825	0.0002493015772
826	0.0002490717388
827	0.0002488087507
828	0.0002482550221
829	0.0002478808963
830	0.0002478066497
831	0.0002474838324
832	0.0002470799107
833	0.0002464542983
834	0.000244334598
835	0.0002441913753
836	0.0002438219044
837	0.0002422249371
838	0.000240874564
839	0.0002404524809
840	0.000240239144
841	0.0002400425395
842	0.0002399588294
843	0.0002396824366
844	0.0002391671322
845	0.0002386500913
846	0.0002376906064
847	0.0002375312302
848	0.0002360945769
849	0.0002357512604
850	0.0002354919103
851	0.0002337643099
852	0.0002335770341
853	0.0002334797641
854	0.0002327509968
855	0.0002326394683
856	0.0002321559778
857	0.0002316286671
858	0.0002315527926
859	0.0002303328908
860	0.0002300399362
861	0.0002293717066
862	0.000228761737
863	0.0002284840193
864	0.0002282239485
865	0.0002274640253
866	0.0002261674222
867	0.0002259609586
868	0.0002258481481
869	0.0002246430182
870	0.0002244273894
871	0.0002239195719
872	0.00022371848
873	0.0002235130832
874	0.0002233759412
875	0.0002233001492
876	0.0002226791647
877	0.0002221356834
878	0.0002219743307
879	0.0002208580585
880	0.0002204832379
881	0.0002203027852
882	0.0002198807591
883	0.0002194727718
884	0.000218852392
885	0.0002180303449
886	0.0002166523853
887	0.0002159365906
888	0.0002146596036
889	0.000213876583
890	0.0002136386643
891	0.0002133843511
892	0.0002133110275
893	0.0002131559894
894	0.0002129927398
895	0.0002121516153
896	0.0002116088107
897	0.000211247502
898	0.0002111664379
899	0.000210914273
900	0.0002104815041
901	0.0002104144208
902	0.0002103216475
903	0.0002088712516
904	0.0002086537489
905	0.0002079260371
906	0.0002075578772
907	0.0002074609
908	0.0002073337383
909	0.0002072128789
910	0.0002070632874
911	0.0002069126536
912	0.0002068716319
913	0.0002066982973
914	0.0002065377239
915	0.0002063356702
916	0.0002062485416
917	0.0002060757284
918	0.0002047452359
919	0.0002043201471
920	0.0002042172451
921	0.000203723929
922	0.000203249254
923	0.0002022768986
924	0.0002020778752
925	0.000200958652
926	0.0002007964788
927	0.0002006756182
928	0.0002004347048
929	0.0002000541419
930	0.0001999092268
931	0.000199256311
932	0.000198084952
933	0.0001974591036
934	0.0001973205265
935	0.0001972568534
936	0.0001969473222
937	0.0001939894357
938	0.000193660832
939	0.0001934912073
940	0.0001933027644
941	0.0001929729327
942	0.0001928451224
943	0.0001926437176
944	0.000192154853
945	0.000192068131
946	0.000191946527
947	0.0001918122511
948	0.0001917126962
949	0.000191218925
950	0.0001904790901
951	0.0001890937775
952	0.0001886366726
953	0.0001885185425
954	0.0001884099607
955	0.0001882299551
956	0.0001878096419
957	0.0001873697188
958	0.0001870944809
959	0.0001868364524
960	0.0001863546006
961	0.0001861536711
962	0.0001859942704
963	0.0001858966008
964	0.0001857261996
965	0.000185331222
966	0.0001849092137
967	0.000184272685
968	0.0001841607025
969	0.0001832741297
970	0.000182710742
971	0.0001815155964
972	0.0001810844817
973	0.0001809605178
974	0.0001808419346
975	0.0001803925313
976	0.0001802921013
977	0.0001801356874
978	0.0001798603251
979	0.0001797512161
980	0.0001789498056
981	0.0001786892819
982	0.0001784787458
983	0.0001783410119
984	0.0001781889984
985	0.0001779923103
986	0.0001779277174
987	0.0001777580075
988	0.0001776946637
989	0.0001770256
990	0.0001768240475
991	0.0001766904309
992	0.0001756230063
993	0.000175496169
994	0.0001751875849
995	0.000175112882
996	0.0001750127246
997	0.0001747848612
998	0.0001740418656
999	0.0001738078812
